colYear,colMonth,DayOfMonths,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1995,3,3,5,1318,0,1458,0,AA,2038,N2CBAA,100,103,75,29,32,DFW,STL,551,3,22,0,,0,0,0,0,0,0
1995,6,18,7,1315,1315,1510,1507,TW,579,N991Z,115,112,89,3,0,STL,DFW,551,4,22,0,,0,0,0,0,0,0
1997,3,19,3,939,940,1110,1132,TW,531,N929L,91,112,77,-22,-1,STL,DFW,551,4,10,0,,0,0,0,0,0,0
1998,3,14,6,1045,1045,1332,1327,AA,1356,N2DHAA,107,102,85,5,0,ELP,DFW,551,8,14,0,,0,0,0,0,0,0
1998,7,14,2,1159,1203,1454,1449,AA,1772,N418AA,115,106,88,5,-4,ELP,DFW,551,14,13,0,,0,0,0,0,0,0
2000,12,24,7,737,740,907,920,TW,656,N409TW,90,100,74,-13,-3,DFW,STL,551,5,11,0,,0,0,0,0,0,0
2001,3,22,4,2212,2044,2243,2130,AA,1683,N404A1,91,106,79,73,88,DFW,ELP,551,4,8,0,,0,0,0,0,0,0
2003,5,4,7,725,730,935,933,AA,1557,N451AA,130,123,100,2,-5,STL,DFW,551,9,21,0,,0,0,0,0,0,0
2006,3,25,6,908,913,1201,1151,AA,512,N223AA,113,98,79,10,-5,ELP,DFW,551,24,10,0,,0,0,0,0,0,0
2006,9,15,5,1727,1730,1919,1915,AA,1485,N492AA,112,105,79,4,-3,STL,DFW,551,22,11,0,,0,0,0,0,0,0
1991,12,22,7,1030,1030,1305,1308,TW,248,,95,98,0,-3,0,STL,PIT,553,0,0,0,,0,0,0,0,0,0
1999,1,5,2,1216,1150,1354,1242,US,537,N965VJ,158,112,88,72,26,PIT,STL,553,7,63,0,,0,0,0,0,0,0
1999,11,10,3,1343,1345,1616,1634,TW,278,N992Z,93,109,74,-18,-2,STL,PIT,553,4,15,0,,0,0,0,0,0,0
1990,3,17,6,1930,1930,2123,2104,DL,1021,,113,94,0,19,0,CLE,ATL,554,0,0,0,,0,0,0,0,0,0
1999,1,17,7,903,910,1055,1100,DL,2089,N960DL,112,110,93,-5,-7,CLE,ATL,554,8,11,0,,0,0,0,0,0,0
2004,5,6,4,642,645,822,830,XE,2912,N14568,100,105,84,-8,-3,ATL,CLE,554,6,10,0,,0,0,0,0,0,0
2005,5,21,6,2223,2223,2354,7,EV,4618,N908EV,91,104,79,-13,0,ATL,CLE,554,2,10,0,,0,0,0,0,0,0
2007,6,13,3,1005,1008,1301,1300,9E,3722,80319E,116,112,91,1,-3,HSV,DTW,554,15,10,0,,0,0,0,0,0,0
1995,7,9,7,2132,2130,2300,2259,US,1151,N443US,88,89,70,1,2,PIT,PWM,555,4,14,0,,0,0,0,0,0,0
1996,5,26,7,730,730,1009,1009,DL,287,N975DL,99,99,87,0,0,JAN,CVG,555,5,7,0,,0,0,0,0,0,0
2007,2,16,5,2207,2045,2245,2138,OH,4952,N933CA,98,113,84,67,82,CVG,JAN,555,5,9,0,,0,0,0,0,0,0
1998,7,30,4,1129,1130,1211,1210,DL,1429,N640DL,102,100,80,1,-1,SLC,ONT,558,5,17,0,,0,0,0,0,0,0
2000,12,5,2,1128,1130,1203,1214,DL,1647,N2310,95,104,78,-11,-2,SLC,ONT,558,4,13,0,,0,0,0,0,0,0
1992,12,17,4,619,620,755,753,NW,468,,96,93,0,2,-1,AUS,MEM,559,0,0,0,,0,0,0,0,0,0
1988,2,2,2,748,745,823,815,WN,148,,95,90,0,8,3,DAL,ELP,562,0,0,0,,0,0,0,0,0,0
1988,3,2,3,1833,1831,1948,1931,AA,929,,135,120,0,17,2,DCA,BNA,562,0,0,0,,0,0,0,0,0,0
1989,3,12,7,1140,1140,1207,1210,WN,118,,87,90,0,-3,0,DAL,ELP,562,0,0,0,,0,0,0,0,0,0
1994,2,3,4,655,655,748,735,WN,643,,113,100,0,13,0,DAL,ELP,562,0,0,0,,0,0,0,0,0,0
1994,3,24,4,615,615,830,840,WN,9,,75,85,0,-10,0,ELP,DAL,562,0,0,0,,0,0,0,0,0,0
1995,3,23,4,1847,1850,2124,2123,AA,1022,N498AA,97,93,82,1,-3,BNA,DCA,562,5,10,0,,0,0,0,0,0,0
1998,10,25,7,1358,1345,1433,1420,WN,340,N365,95,95,85,13,13,DAL,ELP,562,3,7,0,,0,0,0,0,0,0
2004,7,20,2,1340,1340,1557,1537,XE,2824,N36915,137,117,83,20,0,IAH,BHM,562,6,48,0,,0,0,0,0,0,0
1988,12,28,3,634,635,850,835,CO,459,,136,120,0,15,-1,BOS,CLE,563,0,0,0,,0,0,0,0,0,0
1989,4,24,1,1855,1855,2053,2045,CO,285,,118,110,0,8,0,BOS,CLE,563,0,0,0,,0,0,0,0,0,0
1994,3,25,5,711,700,907,904,US,101,,116,124,0,3,11,BOS,CLE,563,0,0,0,,0,0,0,0,0,0
1998,2,23,1,1415,1420,1611,1559,CO,686,N14358,116,99,79,12,-5,CLE,BOS,563,11,26,0,,0,0,0,0,0,0
2004,8,13,5,1651,1652,1834,1837,OO,6704,N919SW,103,105,88,-3,-1,ELP,DEN,563,4,11,0,,0,0,0,0,0,0
2004,10,12,2,2010,2015,2148,2153,OO,6685,N979SW,98,98,79,-5,-5,DEN,ELP,563,5,14,0,,0,0,0,0,0,0
2005,12,16,5,948,950,1155,1159,CO,1631,N69348,127,129,96,-4,-2,BOS,CLE,563,6,25,0,,0,0,0,0,0,0
2007,12,24,1,1827,1806,2005,1959,OO,6699,N934SW,98,113,79,6,21,ELP,DEN,563,8,11,0,,0,0,0,0,0,0
1988,2,5,5,1215,1215,1347,1351,PS,1927,,92,96,0,-4,0,RNO,SEA,564,0,0,0,,0,0,0,0,0,0
1992,10,8,4,1249,1200,1419,1336,HP,476,,90,96,0,43,49,SEA,RNO,564,0,0,0,,0,0,0,0,0,0
2007,5,12,6,738,740,904,925,WN,1043,N386SW,86,105,74,-21,-2,RNO,SEA,564,5,7,0,,0,0,0,0,0,0
1992,10,10,6,1925,1925,2057,2109,AA,750,,92,104,0,-12,0,RDU,PVD,566,0,0,0,,0,0,0,0,0,0
1991,6,4,2,1456,1456,1648,1646,AA,304,,112,110,0,2,0,SJC,PDX,569,0,0,0,,0,0,0,0,0,0
1993,2,12,5,1000,1000,1149,1145,AS,455,,109,105,0,4,0,SJC,PDX,569,0,0,0,,0,0,0,0,0,0
1993,4,6,2,840,830,1026,1010,AS,455,,106,100,0,16,10,SJC,PDX,569,0,0,0,,0,0,0,0,0,0
1994,1,26,3,1706,1705,1952,1940,DL,1636,,106,95,0,12,1,ABQ,DFW,569,0,0,0,,0,0,0,0,0,0
1995,1,11,3,2154,2153,2237,2238,AA,1371,N547AA,103,105,79,-1,1,DFW,ABQ,569,8,16,0,,0,0,0,0,0,0
1996,7,28,7,1327,1332,1616,1616,AA,1941,N445AA,109,104,76,0,-5,ABQ,DFW,569,14,19,0,,0,0,0,0,0,0
1996,7,24,3,1930,1930,2206,2138,CO,1689,N12322,156,128,130,28,0,EWR,CVG,569,16,10,0,,0,0,0,0,0,0
1996,10,8,2,615,615,755,755,WN,263,N385,100,100,85,0,0,PDX,SJC,569,5,10,0,,0,0,0,0,0,0
1997,10,3,5,620,620,802,819,DL,509,N545DA,102,119,87,-17,0,EWR,CVG,569,4,11,0,,0,0,0,0,0,0
1997,12,16,2,810,810,952,955,WN,116,N356,102,105,89,-3,0,SJC,PDX,569,4,9,0,,0,0,0,0,0,0
1999,10,1,5,620,620,757,805,WN,924,N640,97,105,86,-8,0,PDX,SJC,569,2,9,0,,0,0,0,0,0,0
2000,7,29,6,1054,1053,1142,1137,AA,1431,N291AA,108,104,82,5,1,DFW,ABQ,569,7,19,0,,0,0,0,0,0,0
2001,1,24,3,743,745,936,927,DL,1665,N927D1,113,102,85,9,-2,CVG,EWR,569,6,22,0,,0,0,0,0,0,0
2003,5,11,7,1145,1145,1235,1232,OO,3747,N430SW,110,107,186,3,0,DFW,ABQ,569,8,15,0,,0,0,0,0,0,0
2005,9,8,4,901,905,1035,1048,AS,313,N649AS,94,103,76,-13,-4,SJC,PDX,569,4,14,0,,0,0,0,0,0,0
2008,6,11,3,1618,1550,1750,1735,WN,3659,N641SW,92,105,82,15,28,PDX,SJC,569,2,8,0,,0,0,0,0,0,0
1998,9,12,6,1044,1045,1214,1235,US,1037,N256AU,90,110,80,-21,-1,ROC,CLT,573,6,4,0,,0,0,0,0,0,0
1988,8,4,4,730,730,806,810,NW,627,,96,100,0,-4,0,DAY,MSP,574,0,0,0,,0,0,0,0,0,0
2007,11,29,4,2055,2055,2210,2151,OO,3953,N457SW,135,116,107,19,0,SLC,BUR,574,6,22,0,,0,0,0,0,0,0
1990,8,7,2,724,724,809,810,TW,527,,105,106,0,-1,0,CLT,STL,575,0,0,0,,0,0,0,0,0,0
2001,6,4,1,1007,700,1137,757,TW,141,N24041,150,117,136,220,187,CLT,STL,575,3,11,0,,0,0,0,0,0,0
2002,5,14,2,1000,1009,1234,1251,AA,2884,N4WFAA,94,102,76,-17,-9,STL,CLT,575,2,16,0,,0,0,0,0,0,0
1990,2,9,5,800,800,1005,1001,EA,203,,125,121,0,4,0,BWI,ATL,576,0,0,0,,0,0,0,0,0,0
1991,1,25,5,1018,1004,1142,1145,DL,950,,84,101,0,-3,14,ATL,BWI,576,0,0,0,,0,0,0,0,0,0
1991,10,23,3,2058,2056,2252,2240,DL,844,,114,104,0,12,2,ATL,BWI,576,0,0,0,,0,0,0,0,0,0
1993,4,25,7,1225,1225,1412,1414,US,1889,,107,109,0,-2,0,BWI,ATL,576,0,0,0,,0,0,0,0,0,0
1993,6,7,1,622,620,802,805,US,1888,,100,105,0,-3,2,ATL,BWI,576,0,0,0,,0,0,0,0,0,0
2001,9,1,6,1603,1610,1759,1809,DL,731,-N611D,116,119,80,-10,-7,BWI,ATL,576,12,24,0,,0,0,0,0,0,0
2002,11,13,3,838,835,1038,1030,DL,1653,N697DL,120,115,89,8,3,BWI,ATL,576,9,22,0,,0,0,0,0,0,0
2004,8,4,3,2149,2147,2341,2332,DL,334,N652DL,112,105,81,9,2,ATL,BWI,576,6,25,0,,0,0,0,0,0,0
2005,2,6,7,1932,1940,2222,2224,NW,1936,N994Z,110,104,93,-2,-8,MEM,JAX,576,7,10,0,,0,0,0,0,0,0
2006,12,28,4,1811,1815,1908,1930,MQ,4134,N610AE,117,135,97,-22,-4,GSP,ORD,577,7,13,0,,0,0,0,0,0,0
1993,11,27,6,1404,1400,1633,1630,WN,41,,89,90,0,3,4,ABQ,DAL,580,0,0,0,,0,0,0,0,0,0
1994,5,8,7,2150,2155,2318,2330,CO,1656,,88,95,0,-12,-5,TPA,GSO,580,0,0,0,,0,0,0,0,0,0
1996,1,28,7,1055,1055,1324,1325,WN,296,N689,89,90,75,-1,0,ABQ,DAL,580,4,10,0,,0,0,0,0,0,0
1998,3,27,5,1405,1350,1629,1620,WN,89,N336,84,90,72,9,15,ABQ,DAL,580,2,10,0,,0,0,0,0,0,0
2002,8,31,6,1644,1605,1920,1845,WN,2216,N95,96,100,81,35,39,ABQ,DAL,580,5,10,0,,0,0,0,0,0,0
1988,5,8,7,1755,1749,1930,1935,DL,504,,95,106,0,-5,6,FLL,ATL,581,0,0,0,,0,0,0,0,0,0
1989,2,8,3,1800,1800,1941,1946,DL,486,,101,106,0,-5,0,FLL,ATL,581,0,0,0,,0,0,0,0,0,0
1989,10,14,6,1510,1510,1645,1654,EA,638,,95,104,0,-9,0,FLL,ATL,581,0,0,0,,0,0,0,0,0,0
1991,12,30,1,1059,1055,1242,1242,DL,1164,,103,107,0,0,4,FLL,ATL,581,0,0,0,,0,0,0,0,0,0
1993,9,21,2,1637,1637,1830,1825,TW,268,,113,108,0,5,0,FLL,ATL,581,0,0,0,,0,0,0,0,0,0
1994,8,29,1,1925,1926,2110,2120,DL,1889,,105,114,0,-10,-1,ATL,FLL,581,0,0,0,,0,0,0,0,0,0
2002,10,19,6,2151,2155,2328,2339,DL,1733,N831MH,97,104,77,-11,-4,ATL,FLL,581,4,16,0,,0,0,0,0,0,0
2003,8,18,1,532,530,707,717,DL,958,N837MH,95,107,77,-10,2,FLL,ATL,581,6,12,0,,0,0,0,0,0,0
2004,5,2,7,2241,2207,30,2349,DL,855,N827MH,109,102,75,41,34,ATL,FLL,581,4,30,0,,0,0,0,0,0,0
2006,12,7,4,759,800,939,941,FL,71,N971AT,100,101,86,-2,-1,ATL,FLL,581,4,10,0,,0,0,0,0,0,0
2008,5,25,7,1041,1040,1224,1232,DL,857,N677DL,103,112,79,-8,1,ATL,FLL,581,4,20,0,,0,0,0,0,0,0
1991,1,31,4,1549,1549,1735,1746,AA,163,,106,117,0,-11,0,OMA,DFW,583,0,0,0,,0,0,0,0,0,0
1998,4,25,6,1457,1500,1628,1647,DL,822,N931DL,91,107,77,-19,-3,CVG,SWF,583,5,9,0,,0,0,0,0,0,0
1996,7,12,5,1351,1345,1525,1526,UA,283,N978UA,94,101,80,-1,6,ORD,BHM,584,3,11,0,,0,0,0,0,0,0
1991,9,4,3,1105,1106,1206,1200,DL,1511,,121,114,0,6,-1,SLC,SJC,585,0,0,0,,0,0,0,0,0,0
1993,1,11,1,856,840,1229,1123,DL,1434,,153,103,0,66,16,SJC,SLC,585,0,0,0,,0,0,0,0,0,0
1997,6,12,4,1937,1925,2115,2120,AA,267,N251AA,98,115,80,-5,12,ORD,TUL,585,3,15,0,,0,0,0,0,0,0
1998,2,21,6,633,620,917,902,DL,510,N622DL,104,102,77,15,13,SJC,SLC,585,5,22,0,,0,0,0,0,0,0
1998,7,29,3,2210,2155,29,2338,AA,531,N2AHAA,139,103,92,51,15,ORD,TUL,585,6,41,0,,0,0,0,0,0,0
2004,1,11,7,825,826,1019,1012,AA,584,N486AA,114,106,90,7,-1,TUL,ORD,585,7,17,0,,0,0,0,0,0,0
2007,4,24,2,951,955,1138,1140,AA,811,N417AA,107,105,89,-2,-4,ORD,TUL,585,2,16,0,,0,0,0,0,0,0
2008,5,12,1,1957,1955,2157,2156,OO,6042,N927SW,120,121,91,1,2,ORD,TUL,585,9,20,0,,0,0,0,0,0,0
2008,8,1,5,723,730,914,934,DL,1224,N916DL,111,124,88,-20,-7,CVG,LGA,585,11,12,0,,0,0,0,0,0,0
1988,7,10,7,1531,1530,1724,1723,AA,143,,113,113,0,1,1,RDU,TPA,587,0,0,0,,0,0,0,0,0,0
2008,4,18,5,1830,1835,2058,2055,9E,4795,86729E,148,140,82,3,-5,PHL,IND,587,19,47,0,,0,0,0,0,0,0
1989,2,3,5,844,845,1139,1128,AA,974,,115,103,0,11,-1,BNA,BWI,588,0,0,0,,0,0,0,0,0,0
1990,1,2,2,1326,1325,1603,1602,AA,398,,97,97,0,1,1,BNA,BWI,588,0,0,0,,0,0,0,0,0,0
1990,2,13,2,839,840,1112,1117,AA,974,,93,97,0,-5,-1,BNA,BWI,588,0,0,0,,0,0,0,0,0,0
2000,8,16,3,1333,1245,1604,1525,WN,344,N319,91,100,82,39,48,BNA,BWI,588,2,7,0,,0,0,0,0,0,0
2002,10,27,7,1654,1655,1943,1941,DL,782,N3765,109,106,91,2,-1,SNA,SLC,588,4,14,0,,0,0,0,0,0,0
2003,4,15,2,842,805,1027,959,DH,7721,N635BR,105,114,83,28,37,ORD,ICT,588,4,18,0,,0,0,0,0,0,0
2004,8,22,7,1140,1140,1221,1230,WN,499,N447,101,110,88,-9,0,SLC,OAK,588,4,9,0,,0,0,0,0,0,0
1991,4,16,2,2013,2015,2205,2117,UA,655,,172,122,0,48,-2,IAD,ORD,589,0,0,0,,0,0,0,0,0,0
1992,10,30,5,756,755,1035,1032,UA,538,,99,97,0,3,1,ORD,IAD,589,0,0,0,,0,0,0,0,0,0
1993,10,3,7,1001,1001,1052,1042,UA,419,,111,101,0,10,0,DSM,DEN,589,0,0,0,,0,0,0,0,0,0
1994,1,10,1,659,700,756,758,UA,677,,117,118,0,-2,-1,IAD,ORD,589,0,0,0,,0,0,0,0,0,0
1999,6,29,2,1955,0,2055,0,UA,1619,N821UA,120,118,85,10,8,IAD,ORD,589,23,12,0,,0,0,0,0,0,0
2000,2,20,7,1914,1910,2115,2116,DL,644,N636DL,121,126,91,-1,4,CVG,JFK,589,10,20,0,,0,0,0,0,0,0
2004,6,27,7,1057,1042,1157,1143,MQ,4136,N643MQ,120,121,94,14,15,IAD,ORD,589,6,20,0,,0,0,0,0,0,0
2006,1,29,7,1428,1435,1546,1545,MQ,4204,N646AE,138,130,99,1,-7,IAD,ORD,589,10,29,0,,0,0,0,0,0,0
2006,10,27,5,1108,1029,1340,1250,OH,5114,N963CA,152,141,106,50,39,JFK,CVG,589,2,44,0,,0,0,0,0,0,0
2007,6,27,3,600,600,801,808,OH,5089,N523CA,121,128,97,-7,0,JFK,CVG,589,4,20,0,,0,0,0,0,0,0
2007,9,24,1,1727,1716,1827,1829,UA,951,N658UA,120,133,83,-2,11,IAD,ORD,589,10,27,0,,0,0,0,0,0,0
2008,7,13,7,1147,1147,1232,1230,OO,6627,N979SW,105,103,88,2,0,DSM,DEN,589,8,9,0,,0,0,0,0,0,0
1988,11,27,7,835,835,904,915,DL,1555,,89,100,0,-11,0,SLC,LAX,590,0,0,0,,0,0,0,0,0,0
1997,8,8,5,1400,1350,1447,1434,DL,1785,N2809W,107,104,78,13,10,SLC,LAX,590,12,17,0,,0,0,0,0,0,0
1998,5,15,5,2024,2020,2204,2206,US,1801,N413US,100,106,74,-2,4,CLT,PBI,590,5,21,0,,0,0,0,0,0,0
2004,5,14,5,1014,944,1057,1036,DL,532,N3739,103,112,77,21,30,ATL,MDW,590,8,18,0,,0,0,0,0,0,0
2004,7,26,1,1848,1710,2039,1901,US,1434,N521AU,111,111,90,98,98,PBI,CLT,590,6,15,0,,0,0,0,0,0,0
2005,3,28,1,933,935,1113,1128,US,1486,N434US,100,113,85,-15,-2,PBI,CLT,590,4,11,0,,0,0,0,0,0,0
2006,5,13,6,1150,1140,1230,1230,WN,1667,N372,100,110,85,0,10,SLC,LAX,590,5,10,0,,0,0,0,0,0,0
2006,8,9,3,1656,1659,1756,1810,UA,137,N849UA,120,131,92,-14,-3,GSO,ORD,590,6,22,0,,0,0,0,0,0,0
2007,11,20,2,1355,1355,1517,1444,FL,35,N309AT,142,109,125,33,0,ATL,MDW,590,7,10,0,,0,0,0,0,0,0
2007,12,13,4,1044,1045,1314,1330,WN,963,N675AA,90,105,82,-16,-1,LAX,SLC,590,2,6,0,,0,0,0,0,0,0
1989,6,7,3,1240,1115,1525,1357,AA,1286,,105,102,0,88,85,COS,DFW,592,0,0,0,,0,0,0,0,0,0
2004,6,25,5,957,950,1052,1048,OO,3842,N408SW,115,118,186,4,7,DFW,COS,592,8,20,0,,0,0,0,0,0,0
1989,7,16,7,1948,1949,2035,2040,AA,317,,107,111,0,-5,-1,MDT,ORD,594,0,0,0,,0,0,0,0,0,0
1990,6,9,6,1700,1700,1744,1756,AA,207,,104,116,0,-12,0,MDT,ORD,594,0,0,0,,0,0,0,0,0,0
1991,9,26,4,1716,1716,1816,1814,UA,415,,120,118,0,2,0,MDT,ORD,594,0,0,0,,0,0,0,0,0,0
1992,2,4,2,1713,1714,1828,1815,UA,783,,135,121,0,13,-1,MDT,ORD,594,0,0,0,,0,0,0,0,0,0
1992,8,4,2,2022,2025,2118,2115,UA,781,,116,110,0,3,-3,MDT,ORD,594,0,0,0,,0,0,0,0,0,0
1993,12,22,3,1416,1350,1657,1633,UA,714,,101,103,0,24,26,ORD,MDT,594,0,0,0,,0,0,0,0,0,0
1994,5,25,3,1824,1800,2010,1952,DL,951,,106,112,0,18,24,DTW,ATL,594,0,0,0,,0,0,0,0,0,0
1994,7,13,3,1707,1710,1955,1955,UA,392,,108,105,0,0,-3,ORD,MDT,594,0,0,0,,0,0,0,0,0,0
1994,7,2,6,1642,1645,1747,1740,AA,1273,,125,115,0,7,-3,MDT,ORD,594,0,0,0,,0,0,0,0,0,0
1996,11,19,2,1929,1930,2136,2132,NW,494,N293US,127,122,97,4,-1,ATL,DTW,594,7,23,0,,0,0,0,0,0,0
2004,11,9,2,1841,1845,2136,2139,UA,392,N929UA,115,114,76,-3,-4,ORD,MDT,594,2,37,0,,0,0,0,0,0,0
1994,1,10,1,2114,2111,2303,2255,DL,429,,109,104,0,8,3,ATL,MIA,595,0,0,0,,0,0,0,0,0,0
1994,7,1,5,2115,2110,2250,2250,DL,1126,,95,100,0,0,5,MIA,ATL,595,0,0,0,,0,0,0,0,0,0
1997,1,11,6,1031,1035,1219,1218,DL,799,N601DL,108,103,84,1,-4,ATL,MIA,595,7,17,0,,0,0,0,0,0,0
1998,4,4,6,1445,1335,1636,1531,AA,634,N863AA,111,116,90,65,70,MIA,ATL,595,8,13,0,,0,0,0,0,0,0
2000,3,13,1,1602,1545,1802,1732,DL,1447,N177DZ,120,107,86,30,17,ATL,MIA,595,4,30,0,,0,0,0,0,0,0
2000,4,13,4,2142,2101,2318,2241,UA,399,N7453U,96,100,80,37,41,ATL,MIA,595,5,11,0,,0,0,0,0,0,0
2004,8,20,5,848,850,1039,1039,FL,435,N990AT,111,109,86,0,-2,MIA,ATL,595,10,15,0,,0,0,0,0,0,0
2006,5,4,4,1752,1755,1945,2002,AA,1018,N3CNAA,113,127,89,-17,-3,MIA,ATL,595,9,15,0,,0,0,0,0,0,0
2006,8,2,3,1636,1640,1859,1844,AA,1295,N3CYAA,143,124,93,15,-4,ATL,MIA,595,26,24,0,,0,0,0,0,0,0
2008,7,17,4,1357,1345,1643,1639,YV,7303,N75993,106,114,91,4,12,HSV,IAD,595,6,9,0,,0,0,0,0,0,0
2008,8,27,3,804,810,946,1005,AA,1664,N3CLAA,102,115,87,-19,-6,MIA,ATL,595,6,9,0,,0,0,0,0,0,0
1988,1,14,4,1049,1049,1145,1135,DL,1790,,116,106,0,10,0,CVG,MSP,596,0,0,1,,0,0,0,0,0,0
1988,5,31,2,1500,1500,1744,1739,DL,1047,,104,99,0,5,0,MSP,CVG,596,0,0,0,,0,0,0,0,0,0
1999,2,3,3,909,908,1040,1051,AA,580,N2AVAA,91,103,77,-11,1,DFW,BHM,597,3,11,0,,0,0,0,0,0,0
2004,3,8,1,1034,1040,1201,1216,AA,1512,N411AA,87,96,69,-15,-6,DFW,BHM,597,2,16,0,,0,0,0,0,0,0
2007,3,15,4,1137,1140,1326,1345,AA,569,N251AA,109,125,85,-19,-3,BHM,DFW,597,12,12,0,,0,0,0,0,0,0
1989,10,20,5,1100,1100,1358,1334,DL,1526,,118,94,0,24,0,SFO,SLC,599,0,0,0,,0,0,0,0,0,0
1990,6,8,5,1430,1420,1525,1509,US,1552,,115,109,0,16,10,CLT,ORD,599,0,0,0,,0,0,0,0,0,0
1991,9,23,1,1314,1315,1549,1601,US,1221,,95,106,0,-12,-1,ORD,CLT,599,0,0,0,,0,0,0,0,0,0
1995,10,23,1,1649,1645,1749,1742,US,753,N532AU,120,117,102,7,4,CLT,ORD,599,5,13,0,,0,0,0,0,0,0
1995,12,5,2,708,710,808,802,UA,1053,N352UA,120,112,96,6,-2,SLC,SFO,599,7,17,0,,0,0,0,0,0,0
1996,11,22,5,1259,1145,1349,1243,UA,2599,N355UA,110,118,95,66,74,SLC,SFO,599,6,9,0,,0,0,0,0,0,0
1997,5,7,3,1650,1652,1728,1750,UA,2343,N902UA,98,118,82,-22,-2,SLC,SFO,599,2,14,0,,0,0,0,0,0,0
1997,10,15,3,1042,1030,1317,1315,DL,1012,N483DA,95,105,81,2,12,SFO,SLC,599,4,10,0,,0,0,0,0,0,0
2004,9,27,1,820,820,910,923,US,1452,N776AU,110,123,90,-13,0,CLT,ORD,599,8,12,0,,0,0,0,0,0,0
2004,11,12,5,2030,2030,2135,2137,US,347,N776AU,125,127,91,-2,0,CLT,ORD,599,9,25,0,,0,0,0,0,0,0
2005,2,26,6,1732,1739,1842,1900,MQ,4325,N644AE,130,141,98,-18,-7,CLT,ORD,599,12,20,0,,0,0,0,0,0,0
2005,12,10,6,1600,1603,1747,1715,UA,411,N327UA,167,132,132,32,-3,CLT,ORD,599,9,26,0,,0,0,0,0,0,0
2006,3,16,4,952,1000,1127,1113,MQ,4103,N819AE,155,133,120,14,-8,CLT,ORD,599,3,32,0,,0,0,0,0,0,0
2006,7,1,6,1142,1109,1235,1159,OO,6344,N941SW,113,110,86,36,33,SLC,SFO,599,5,22,0,,0,0,0,0,0,0
2007,2,21,3,1416,1410,1513,1525,MQ,4197,N614AE,117,135,99,-12,6,CLT,ORD,599,8,10,0,,0,0,0,0,0,0
2007,12,23,7,1530,1325,2022,1615,MQ,4008,N900AE,232,110,83,247,125,ORD,CLT,599,5,144,0,,0,0,0,0,0,0
2008,4,15,2,1541,1545,1834,1825,OO,6360,N746SK,113,100,91,9,-4,SFO,SLC,599,4,18,0,,0,0,0,0,0,0
2008,12,20,6,1247,1252,1524,1547,UA,548,N426UA,97,115,79,-23,-5,SFO,SLC,599,4,14,0,,0,0,0,0,0,0
1991,6,23,7,1526,1525,1717,1708,US,1428,,111,103,0,9,1,RSW,CLT,600,0,0,0,,0,0,0,0,0,0
2007,2,26,1,1509,1500,1648,1649,US,1032,N104UW,99,109,86,-1,9,RSW,CLT,600,5,8,0,,0,0,0,0,0,0
1988,8,30,2,1739,1740,2017,2020,DL,1574,,98,100,0,-3,-1,TUS,SLC,601,0,0,0,,0,0,0,0,0,0
1995,2,4,6,1445,1445,1717,1719,HP,211,N158AW,92,94,81,-2,0,RNO,PHX,601,3,8,0,,0,0,0,0,0,0
1996,9,13,5,1714,1715,1922,1855,HP,2541,N620AW,128,100,116,27,-1,RNO,PHX,601,5,7,0,,0,0,0,0,0,0
1999,4,3,6,1410,1412,1657,1650,HP,2155,N169AW,107,98,86,7,-2,RNO,PHX,601,11,10,0,,0,0,0,0,0,0
2000,9,24,7,2010,2010,2050,2051,DL,1021,N282WA,100,101,80,-1,0,SLC,TUS,601,5,15,0,,0,0,0,0,0,0
2005,8,6,6,1228,1233,1406,1415,HP,206,N672AW,98,102,84,-9,-5,RNO,PHX,601,5,9,0,,0,0,0,0,0,0
1987,11,8,7,1457,1445,1652,1620,HP,494,,115,95,0,32,12,PHX,DEN,602,0,0,0,,0,0,0,0,0,0
1988,5,6,5,1203,1200,1444,1442,CO,1612,,101,102,0,2,3,PHX,DEN,602,0,0,0,,0,0,0,0,0,0
1989,9,20,3,2028,2029,2105,2112,UA,695,,97,103,0,-7,-1,DEN,PHX,602,0,0,0,,0,0,0,0,0,0
1991,3,13,3,2228,2046,9,2229,UA,695,,101,103,0,100,102,DEN,PHX,602,0,0,0,,0,0,0,0,0,0
1993,7,22,4,2044,2043,2131,2132,UA,695,,107,109,0,-1,1,DEN,PHX,602,0,0,0,,0,0,0,0,0,0
1994,4,30,6,1854,1850,1949,1944,CO,1105,,115,114,0,5,4,DEN,PHX,602,0,0,0,,0,0,0,0,0,0
1995,12,5,2,1545,1545,1721,1726,HP,496,N174AW,96,101,82,-5,0,PHX,DEN,602,3,11,0,,0,0,0,0,0,0
1996,5,13,1,2005,1952,2253,2228,HP,495,N309AW,108,96,84,25,13,PHX,DEN,602,9,15,0,,0,0,0,0,0,0
2002,7,12,5,1128,1129,1217,1222,HP,337,N168AW,109,113,79,-5,-1,DEN,PHX,602,15,15,0,,0,0,0,0,0,0
2003,3,5,3,1429,1420,1630,1603,HP,487,N659AW,121,103,91,27,9,PHX,DEN,602,9,21,0,,0,0,0,0,0,0
